url,depth,status
http://www.guardicore.com/lp/guardicore-vs-vmware-nsx-2/,10,200
http://www.guardicore.com/rsa-dinner-event-rsvp/,10,200
http://www.guardicore.com/lp/guardicore-vs-cisco-tetration/,10,200
http://www.guardicore.com/microsegmentation_roadshow/,1,200
http://www.guardicore.com/use-cases/,10,200
http://www.guardicore.com/lp/demo-request/,10,200
http://www.guardicore.com/cookie-policy/,10,200
http://www.guardicore.com/2017/09/,10,200
http://www.guardicore.com/category/news-press-releases/,10,200
http://www.guardicore.com/lp/guardicore-vs-cisco-tetration-2/,10,200
http://www.guardicore.com/lp/micro-segmentation-in-hybrid-clouds/,10,200
http://www.guardicore.com/use-cases/container-security/kubernetes-security/,7,200
http://www.guardicore.com/lp/guardicore-vs-cloudpassage-2/,10,200
http://www.guardicore.com/release-updates/whats-new-guardicore-centra-r26/,10,200
http://www.guardicore.com/lp/securing-data-centers-and-clouds/,10,200
http://www.guardicore.com/labs/datacenter-traces/,10,200
http://www.guardicore.com/lp/choosing-micro-segmentation-solution,10,200
http://www.guardicore.com/lp/guardicore-vs-illumio-2/,10,200
http://www.guardicore.com/lp/gartner-cloud-workload-protection-hybrid-cloud/,10,200
http://www.guardicore.com/download-white-paper/,10,200
http://www.guardicore.com/lp/strategies-breach-detection-security-defined-data-center/,10,200
http://www.guardicore.com/category/press-releases/,10,200
http://www.guardicore.com/2018/07/,10,200
http://www.guardicore.com/partners/micro-segmentation-workshop/,10,200
http://www.guardicore.com/rsa-dinner-event-rsvp-vip/,10,200
http://www.guardicore.com/news-press/,10,200
http://www.guardicore.com/2018/05/,10,200
http://www.guardicore.com/lp/securing-modern-data-centers/,10,200
http://www.guardicore.com/news-press/guardicore-news/,10,200
http://www.guardicore.com/lp/ppc-demo/,10,200
http://www.guardicore.com/use-cases/container-security/docker-security/,7,200
http://www.guardicore.com/2018/12/,10,200
http://www.guardicore.com/2016/05/,10,200
http://www.guardicore.com/news-press/press-releases/,10,200
http://www.guardicore.com/resources-old/,10,200
http://www.guardicore.com/lp/guardicore-vs-illumio/,10,200
http://www.guardicore.com/2016/04/,10,200
http://www.guardicore.com/category/labs/,10,200
http://www.guardicore.com/release-updates/,10,200
http://www.guardicore.com/lp/strategy-guide-for-implementing-micro-segmentation-in-hybrid-clouds/,10,200
http://www.guardicore.com/2015/07/,10,200
http://www.guardicore.com/2015/04/,10,200
http://www.guardicore.com/lp/nsx-vs-guardicore/,10,200
http://www.guardicore.com/lp/rsa-conference-2019/,10,200
http://www.guardicore.com/infosecurity-conference-2018/,10,200
http://www.guardicore.com/lp/choosing-micro-segmentation-solution-guide/,10,200
http://www.guardicore.com/category/guardicore-news/,10,200
http://www.guardicore.com/labs_azure_asc/,10,200
http://www.guardicore.com/lp/implementing-micro-segmentation-hybrid-clouds/,10,200
http://www.guardicore.com/category/uncategorized/,10,200
http://www.guardicore.com/news-press/industry-news/,10,200
http://www.guardicore.com/lp/market-guide-cloud-workload-protection-platforms/,10,200
http://www.guardicore.com/lp/guardicore-centra-demo-request/,10,200
http://www.guardicore.com/test/,10,200
http://www.guardicore.com/lp/,10,200
http://www.guardicore.com/lp/new-strategies-breach-detection-security-software-defined-data-center/,10,200
http://www.guardicore.com/aws-technology-partner/,10,200
http://www.guardicore.com/resources/protect-assets-advanced-threats-data-center/,8,200
http://www.guardicore.com/resources/guide-choosing-micro-segmentation-solution///resources,9,200
http://www.guardicore.com/resources/market-guide-cloud-workload-protection-platforms/,7,200
http://www.guardicore.com/resources/micro-segmentation-for-technical-champion/,8,200
http://www.guardicore.com/resources/guide-operationalizing-micro-segmentation/,8,200
http://www.guardicore.com/resources/breach-detection-security-software-defined-data-center/,8,200
http://www.guardicore.com/resources/securing-law-firm-critical-applications/,8,200
http://www.guardicore.com/resources/micro-segmentation-right-way/,8,200
http://www.guardicore.com/resources/network-segmentation-versus-micro-segmentation/,8,200
http://www.guardicore.com/resources/pci-dss-grsee-guardicore-centra-review/,8,200
http://www.guardicore.com/resources/architecture-agent-versus-agentless/,8,200
http://www.guardicore.com/wp-content/uploads/2018/04/GuardiCore_Centra_DataSheet__4.pdf,7,200
http://www.guardicore.com/wp-content/uploads/2018/02/GuardiCore_SC_Review_February-2018-Feature.pdf,7,200
http://www.guardicore.com/wp-content/uploads/2018/04/GuardiCore_Container_Security_SolBrief.pdf,7,200
http://www.guardicore.com/privacy-policy/,5,200
http://www.guardicore.com/2018/06/guardicore-named-a-2018-cool-vendor-in-security-for-midsize-enterprises-by-gartner/,1,200
http://www.guardicore.com///workloads-protection-hybrid-clouds///resources/market-guide-cloud-workload-protection-platforms/,3,200
http://www.guardicore.com///workloads-protection-hybrid-clouds///request-a-demo/,3,200
http://www.guardicore.com///workloads-protection-hybrid-clouds///resources/implementing-micro-segmentation-hybrid-clouds/,3,200
http://www.guardicore.com///use-cases/threat-detection-and-response/,2,200
http://www.guardicore.com///2018/06/guardicore-named-a-2018-cool-vendor-in-security-for-midsize-enterprises-by-gartner/,2,200
http://www.guardicore.com///use-cases/micro-segmentation/,2,200
http://www.guardicore.com///workload-protection-hybrid-cloud/,2,200
http://www.guardicore.com//2018/06/guardicore-named-a-2018-cool-vendor-in-security-for-midsize-enterprises-by-gartner/,1,200
http://www.guardicore.com//use-cases/micro-segmentation/,1,200
http://www.guardicore.com//workload-protection-hybrid-cloud/,1,200
http://www.guardicore.com//use-cases/threat-detection-and-response/,1,200
http://www.guardicore.com//workloads-protection-hybrid-clouds/,1,200
